String,Order,Type,Importance
XZYYXI,5,XXYYZ,0.06977266987842637
YIIZIY,3,YYZ,0.06970528679243879
XIIZII,2,XZ,0.06962751559519817
IZIYYZ,4,YYZZ,0.06961051174030439
ZZXZXI,5,XXZZZ,0.0696004758479955
XIZYYI,4,XYYZ,0.06957672584852878
YIXYZI,4,XYYZ,0.06954835759182312
ZXIXIX,4,XXXZ,0.06949588430947465
XXIIZZ,4,XXZZ,0.06937062437553625
ZYIYIX,4,XYYZ,0.06936599495348032
XIYZYI,4,XYYZ,0.06935768605120216
ZZYIXY,5,XYYZZ,0.0693523970569855
IXXXXI,4,XXXX,0.06933028069591435
YXZIZY,5,XYYZZ,0.06932144979451273
XYXXYZ,6,XXXYYZ,0.06932056429969286
YYXXIX,5,XXXYY,0.06929375812851846
ZYIZYI,4,YYZZ,0.06921074988675115
IXIXII,2,XX,0.0691380447345768
ZIYYIZ,4,YYZZ,0.06912647134507859
YXIIYX,4,XXYY,0.06911512242239859
ZXIXXZ,5,XXXZZ,0.06911182544018099
ZZIZXZ,5,XZZZZ,0.06909206088673549
XYXZIY,5,XXYYZ,0.06908480686872373
ZZXIYY,5,XYYZZ,0.06899772785444494
XXIIYY,4,XXYY,0.06897534639518593
IIYYXX,4,XXYY,0.06897345589106056
IIZZII,2,ZZ,0.06894259922453902
ZZIYZY,5,YYZZZ,0.06892841197777713
ZIYXYI,4,XYYZ,0.06892302497330176
XIYXXY,5,XXXYY,0.0689206822777865
YZXYXZ,6,XXYYZZ,0.06891779834675463
IYYYYI,4,YYYY,0.06890032204485838
YYIZYY,5,YYYYZ,0.06881095750878351
ZIIIYY,3,YYZ,0.0687850108942574
XYZXYZ,6,XXYYZZ,0.06867795110698235
IXYYXZ,5,XXYYZ,0.06867681785667308
ZIZXII,3,XZZ,0.06850737450980239
IIYIYZ,3,YYZ,0.06850405354949828
IXZIZX,4,XXZZ,0.06849468941902188
YIYZIX,4,XYYZ,0.06848116227810278
YZXYXI,5,XXYYZ,0.0684670471688689
ZZIIZZ,4,ZZZZ,0.06844562767220363
YYXIII,3,XYY,0.06837393114878147
ZZIIXX,4,XXZZ,0.06837226941381788
ZXXYYI,5,XXYYZ,0.06834450823284932
YZIIIY,3,YYZ,0.06829999221160889
XIZIII,2,XZ,0.06828069952496445
ZZYZYZ,6,YYZZZZ,0.0682800711510499
YZYXZX,6,XXYYZZ,0.0682651793714453
IIXIZI,2,XZ,0.06823103216368916
YZIXYZ,5,XYYZZ,0.0682089425004021
XYIIYI,3,XYY,0.06813750634013885
IYXYYY,5,XYYYY,0.06813640258258032
IXXXXX,5,XXXXX,0.06811691467887215
YXYYYI,5,XYYYY,0.06804389537557226
ZZZYZY,6,YYZZZZ,0.06802982097401665
IZYXIY,4,XYYZ,0.06800676324397639
IYYZXZ,5,XYYZZ,0.06798990762830479
XZZZZX,6,XXZZZZ,0.06795366734048054
ZZXZIX,5,XXZZZ,0.06788647366741254
YIXXYZ,5,XXYYZ,0.06785638190968753
XIYZIY,4,XYYZ,0.0678500458083304
ZXIIZI,3,XZZ,0.06784946599400596
XZYYZX,6,XXYYZZ,0.06784487507089859
IZIZXX,4,XXZZ,0.06781458091359022
IZZZZZ,5,ZZZZZ,0.06779802035631158
ZZZZIX,5,XZZZZ,0.06774523755972521
YXYZXZ,6,XXYYZZ,0.0677298798899321
XYYXZI,5,XXYYZ,0.06771908062461626
XIXIZI,3,XXZ,0.06771445746905776
XIXZXI,4,XXXZ,0.0676850845717615
ZYYIZX,5,XYYZZ,0.0676390485692329
IZXXZI,4,XXZZ,0.06763534728586981
XYYIZI,4,XYYZ,0.06763335968118009
YYXZZZ,6,XYYZZZ,0.06757351134323164
ZZZIYY,5,YYZZZ,0.067551426124144
YXXXYX,6,XXXXYY,0.06753182421699544
YIYYYX,5,XYYYY,0.0675242292248306
YYYZYI,5,YYYYZ,0.06752129398647863
IIXYYI,3,XYY,0.06749475351175335
XYYIXI,4,XXYY,0.0674673932301201
YXIXXY,5,XXXYY,0.06741839859182638
IXIYIY,3,XYY,0.06741626649128246
IXXXIX,4,XXXX,0.0673984006283056
XIYYZX,5,XXYYZ,0.0673771611704039
XIZZYY,5,XYYZZ,0.06736527100628592
YYXIXI,4,XXYY,0.06733795926403996
XZIIXX,4,XXXZ,0.06731488161577778
YZYZII,4,YYZZ,0.06731379530738749
ZZXIIZ,4,XZZZ,0.06730240287998893
XZXYYZ,6,XXYYZZ,0.06730230830212693
XXZZXI,5,XXXZZ,0.06723394114180052
YYYZYX,6,XYYYYZ,0.06717259270914733
YZYIYY,5,YYYYZ,0.0671704318685397
ZYZZIY,5,YYZZZ,0.06714832316230149
YZYIXX,5,XXYYZ,0.06713346242337115
XIXIXX,4,XXXX,0.06711904442005742
YIYIXI,3,XYY,0.06699204208551165
YXYIIZ,4,XYYZ,0.06697912928873054
YYZYYZ,6,YYYYZZ,0.0669363033596275
IIXXZX,4,XXXZ,0.066912436854255
XIZYYZ,5,XYYZZ,0.06687000658165311
YYZYXY,6,XYYYYZ,0.06685885447690272
ZIIZZZ,4,ZZZZ,0.06681813553286846
XXYIYX,5,XXXYY,0.06680156860361444
YIXYII,3,XYY,0.06680105754852766
YIIXIY,3,XYY,0.06679093686162682
YIYZZX,5,XYYZZ,0.06677113651810705
YZXIYX,5,XXYYZ,0.0667469558710079
YYYZIY,5,YYYYZ,0.06672576271341249
YYXXZI,5,XXYYZ,0.06671966313539493
XZYYIZ,5,XYYZZ,0.06670907744436083
XXIZXX,5,XXXXZ,0.06667814983431143
IZXXXZ,5,XXXZZ,0.06666816543541926
XZZZXZ,6,XXZZZZ,0.06666001820121716
YZZYZI,5,YYZZZ,0.06664737906292048
ZYYIYY,5,YYYYZ,0.06660138781376493
XIZIZZ,4,XZZZ,0.06656555386264303
ZZIIXI,3,XZZ,0.06654080822285856
IZXYXY,5,XXYYZ,0.06650148321844843
ZXXIXI,4,XXXZ,0.06647324428917807
IYIYYY,4,YYYY,0.06642965259512984
IIIZII,1,Z,0.06642248586163663
IIXYXY,4,XXYY,0.06642068217584178
ZIYYII,3,YYZ,0.06641158310397874
ZYXIZY,5,XYYZZ,0.06636384299468359
XXIIXX,4,XXXX,0.06635952016615891
IIZYYX,4,XYYZ,0.06633373247514161
YXXIYZ,5,XXYYZ,0.06632138109911992
YIYYYI,4,YYYY,0.0663169568408227
YXYIII,3,XYY,0.0663096451551413
ZYIIZY,4,YYZZ,0.06630899251824254
ZYXYIX,5,XXYYZ,0.06630317307756897
YXIYII,3,XYY,0.06626299369292812
YZZYII,4,YYZZ,0.06623130456148832
ZZIXXI,4,XXZZ,0.06618941912065116
ZIIXXI,3,XXZ,0.06610073663471014
ZZYIYX,5,XYYZZ,0.06609943986745227
IZIIXZ,3,XZZ,0.0659952126693292
IXIXZZ,4,XXZZ,0.06594624719371352
ZIIIIX,2,XZ,0.06589896208366344
ZZZXIX,5,XXZZZ,0.065876880462133
ZYYIIZ,4,YYZZ,0.06587433660196904
XZXXII,4,XXXZ,0.06585535920958242
ZIYZZY,5,YYZZZ,0.06582785534890574
YIXXZY,5,XXYYZ,0.06582781956488533
ZZIYYZ,5,YYZZZ,0.06582379553641811
XIZIIZ,3,XZZ,0.06580641197983243
YZYIZX,5,XYYZZ,0.06579194613229536
IIIIZX,2,XZ,0.06571800903148939
ZXIIII,2,XZ,0.06565095803593678
YXYIIX,4,XXYY,0.06564068938495679
YIYZXZ,5,XYYZZ,0.06562855762973749
YYXZZI,5,XYYZZ,0.06562161175978595
XYIYXX,5,XXXYY,0.06561558028890116
IXZZZZ,5,XZZZZ,0.06560033847146522
ZXXYZY,6,XXYYZZ,0.06557999189576398
YYXZXZ,6,XXYYZZ,0.06556984999540963
XZZYYX,6,XXYYZZ,0.06555875420685817
YYIIXI,3,XYY,0.06550884499079097
IIIYZY,3,YYZ,0.06549767707762041
YIZZIY,4,YYZZ,0.06549405482729134
ZIZZIZ,4,ZZZZ,0.06548320577944979
YIYXIX,4,XXYY,0.06548066435792702
YIIZYI,3,YYZ,0.06547216124328133
XIIIXZ,3,XXZ,0.06545626920853677
IIXXIZ,3,XXZ,0.06545144242997261
ZZIZZX,5,XZZZZ,0.06543934761860651
ZYZZXY,6,XYYZZZ,0.0654324270470027
YZYYXY,6,XYYYYZ,0.06542926366958288
XZZZII,4,XZZZ,0.06542591581894244
YIZIIY,3,YYZ,0.0653984388714511
XYXIZY,5,XXYYZ,0.06538953481620655
XXZZII,4,XXZZ,0.06538911316219234
XYXIYI,4,XXYY,0.06533220970130758
IIZZIZ,3,ZZZ,0.06531730412997354
XIIIYY,3,XYY,0.06531527948957523
ZYIIIY,3,YYZ,0.06529779424099305
IIXIIX,2,XX,0.06526093702813579
IZIXIZ,3,XZZ,0.06524853880780232
YYXZXI,5,XXYYZ,0.06520815113994434
ZXYYYY,6,XYYYYZ,0.0651879565826183
XXXIXI,4,XXXX,0.06518422266015927
ZYIZZY,5,YYZZZ,0.06518353148734295
IIXZIX,3,XXZ,0.06517239392377946
ZIYYXI,4,XYYZ,0.06515540471614009
IXIYXY,4,XXYY,0.06510263490628837
XZYZYI,5,XYYZZ,0.06508113462780754
XXYZIY,5,XXYYZ,0.0650756842533842
IZIIYY,3,YYZ,0.06506624429258479
ZXXIZX,5,XXXZZ,0.06505021365307988
YYIZIX,4,XYYZ,0.06503910443067897
XIYIYZ,4,XYYZ,0.06503877535774463
ZYYYYX,6,XYYYYZ,0.06503438400314077
IXIYYX,4,XXYY,0.06500958097366999
IXZZXZ,5,XXZZZ,0.06498804773940245
YIIYIX,3,XYY,0.06493606153717299
XXIIZX,4,XXXZ,0.06493324242198874
XIXXYY,5,XXXYY,0.06492436305360615
IXYZZY,5,XYYZZ,0.06490685639976164
ZYIXXY,5,XXYYZ,0.06487850413216921
YZYIII,3,YYZ,0.06485670177115659
ZIXXZZ,5,XXZZZ,0.06483228553727137
YZIXYI,4,XYYZ,0.06482743277482331
YZXZXY,6,XXYYZZ,0.06482524119833291
IIXIXI,2,XX,0.06481540196732385
IYIXXY,4,XXYY,0.06479143863781478
YZIXZY,5,XYYZZ,0.06476048132788166
ZZYXZY,6,XYYZZZ,0.06472420222198383
XZZIXI,4,XXZZ,0.06467941365443852
IXIIYY,3,XYY,0.06466553906521291
ZZYYZX,6,XYYZZZ,0.06464115015486158
IYYXIX,4,XXYY,0.06463729585151282
XYZZYI,5,XYYZZ,0.06462622010640585
YYIYXY,5,XYYYY,0.06459779662857365
XZXXXX,6,XXXXXZ,0.06457402835649254
ZXIXII,3,XXZ,0.06456149767883594
IZZXXI,4,XXZZ,0.06455252976689489
ZZXXII,4,XXZZ,0.06454012004948673
XIYYZI,4,XYYZ,0.06452311836642446
IYZXYZ,5,XYYZZ,0.06451434427921997
ZXIXIZ,4,XXZZ,0.06448041757005604
XZIIII,2,XZ,0.06446839429827719
IZXZZX,5,XXZZZ,0.06445694044908234
ZXXZZX,6,XXXZZZ,0.06442034364351004
ZXXXYY,6,XXXYYZ,0.06440900955837302
IYIZXY,4,XYYZ,0.06437010679134256
IYXXYI,4,XXYY,0.06433468212390833
YYYXXY,6,XXYYYY,0.06432469729989876
ZZXZIZ,5,XZZZZ,0.06429691329671328
IIYYYY,4,YYYY,0.06428426879682944
IZIZIX,3,XZZ,0.0642764059545549
ZIYZYI,4,YYZZ,0.06425556126823581
YXZZYX,6,XXYYZZ,0.06424414501600142
IXYXIY,4,XXYY,0.0642404417930567
XZIIIX,3,XXZ,0.0642295733809617
IXYYIX,4,XXYY,0.06417674618524204
XIYZZY,5,XYYZZ,0.06416320568892572
IXXXZX,5,XXXXZ,0.06414949721194906
IZYYZZ,5,YYZZZ,0.06414155225557645
ZYXZIY,5,XYYZZ,0.06410359504361457
XIXIXI,3,XXX,0.06409791509481524
XXYYIZ,5,XXYYZ,0.06407129157569806
ZZIZXI,4,XZZZ,0.06406367765820606
IXXZZZ,5,XXZZZ,0.06405576195111168
YXZYYY,6,XYYYYZ,0.06398348214005453
XXZZXX,6,XXXXZZ,0.06397077653860803
XXYYIX,5,XXXYY,0.06396482233489521
ZYXIXY,5,XXYYZ,0.06395754277159496
ZXIXXX,5,XXXXZ,0.06393384896764588
YYYYZZ,6,YYYYZZ,0.06392617522544992
XZYXYZ,6,XXYYZZ,0.06392303549344698
YZXZZY,6,XYYZZZ,0.06391623487057867
ZIIYYX,4,XYYZ,0.06390605971418585
YZZYIX,5,XYYZZ,0.06389154071121966
IYYIII,2,YY,0.0638739523259012
XZZXYY,6,XXYYZZ,0.0638168031658192
YZYIIX,4,XYYZ,0.06380452213055295
ZIXIIX,3,XXZ,0.0638003453794393
IYXZIY,4,XYYZ,0.06376879090177753
YYIYYX,5,XYYYY,0.06374382894844019
YXZZZY,6,XYYZZZ,0.0637423260718994
XYXIYX,5,XXXYY,0.06372799350358856
IYXZXY,5,XXYYZ,0.06370144453423024
ZZXYXY,6,XXYYZZ,0.06367557192387573
XYZIZY,5,XYYZZ,0.06365396709422604
XYZZYX,6,XXYYZZ,0.06365013268778805
XXXYXY,6,XXXXYY,0.06363012384721747
XXZXZZ,6,XXXZZZ,0.06358558625089873
XIYIYI,3,XYY,0.06353026111753127
ZXZYYZ,6,XYYZZZ,0.06350667110025897
IXXYXY,5,XXXYY,0.06349919625156009
XYIZIY,4,XYYZ,0.06346905485117982
IYYIXI,3,XYY,0.06341164004244217
XYXXYX,6,XXXXYY,0.06340455028750241
XIXXZZ,5,XXXZZ,0.06335634050743964
XXXYYI,5,XXXYY,0.06335171075274534
YIZXYX,5,XXYYZ,0.0633503977179274
XYYYYI,5,XYYYY,0.06334637352761521
YZYXYY,6,XYYYYZ,0.0633224587599837
XZZXXI,5,XXXZZ,0.06331984823237946
XYZXZY,6,XXYYZZ,0.06330931056186243
ZZZIZI,4,ZZZZ,0.06330533046619381
XZYIZY,5,XYYZZ,0.06330348816539647
XXXIXX,5,XXXXX,0.0632472108601462
IYXIZY,4,XYYZ,0.06324131322528945
YYXZIZ,5,XYYZZ,0.06322158504933764
XXIIZI,3,XXZ,0.06319716510228256
XXXZZZ,6,XXXZZZ,0.06319449711823447
YZXXIY,5,XXYYZ,0.06318479753067906
XXZIXI,4,XXXZ,0.06317559390814814
YXZZXY,6,XXYYZZ,0.06314849137776088
ZYYZYY,6,YYYYZZ,0.06312885619524075
XYXIXY,5,XXXYY,0.06312150348774863
ZYZIYX,5,XYYZZ,0.06311994687451054
ZXXIIZ,4,XXZZ,0.06308812497265388
ZZIXII,3,XZZ,0.06308125348680267
XZIZZI,4,XZZZ,0.06307746913943643
IIIXXX,3,XXX,0.06306909866275719
ZYYXIX,5,XXYYZ,0.06306312088030835
XIZIZI,3,XZZ,0.06304463372185766
YIXZYZ,5,XYYZZ,0.06302771799158637
YIIYYY,4,YYYY,0.06302262759583845
ZIIIXX,3,XXZ,0.0630039800426099
XZYXZY,6,XXYYZZ,0.0629842271001978
XIZXII,3,XXZ,0.06295378864208795
XIXIZZ,4,XXZZ,0.06288603423457143
YYIIIZ,3,YYZ,0.06286831046238765
ZZZIIX,4,XZZZ,0.06283582718682625
XYZXXY,6,XXXYYZ,0.06283482741092825
ZIIZZX,4,XZZZ,0.06282502241690252
YZYZZI,5,YYZZZ,0.06280535570127833
XZYXXY,6,XXXYYZ,0.06273428373297378
YIXYXX,5,XXXYY,0.06270207108169182
YXZXZY,6,XXYYZZ,0.06269168748688775
ZYXZXY,6,XXYYZZ,0.0626903662076578
ZIIXZI,3,XZZ,0.06266234209086143
XYZYZZ,6,XYYZZZ,0.0626545474592323
ZZIZIZ,4,ZZZZ,0.06265103470221314
IZZXZX,5,XXZZZ,0.06262468273082554
IXZYYX,5,XXYYZ,0.06259481752441405
IZXZXX,5,XXXZZ,0.06256529686620878
XZZYXY,6,XXYYZZ,0.06254350945534637
IXIIZZ,3,XZZ,0.06248980862184041
IXYIIY,3,XYY,0.06246730510920427
XYXYXZ,6,XXXYYZ,0.062448976390508934
IIIYXY,3,XYY,0.06244693201553329
YZYZZZ,6,YYZZZZ,0.06242649957144471
ZYXYII,4,XYYZ,0.062413414884284146
ZXZZXX,6,XXXZZZ,0.062407440645326176
ZZXXXZ,6,XXXZZZ,0.06240671808785546
IXIXYY,4,XXYY,0.06238485962050907
YZXXYZ,6,XXYYZZ,0.06236100265700939
ZYIYIZ,4,YYZZ,0.06231540151668598
IZIXXI,3,XXZ,0.062306737322900055
ZYZZYX,6,XYYZZZ,0.06225869055147724
ZIYYZZ,5,YYZZZ,0.062251567624802565
YYIIYY,4,YYYY,0.06221991197994259
ZYZIZY,5,YYZZZ,0.06221200026219971
IIXIIZ,2,XZ,0.062210830878809575
IZIXIX,3,XXZ,0.06220890005121511
YXYYYZ,6,XYYYYZ,0.06216810180721477
XXZXII,4,XXXZ,0.062165483450736095
XIIZIX,3,XXZ,0.06213976643958245
XXXIZZ,5,XXXZZ,0.062124654043695035
YXYIZI,4,XYYZ,0.06209791467998667
IZZXIZ,4,XZZZ,0.06208527452299563
XZZIZX,5,XXZZZ,0.06207842743521893
YZYZXI,5,XYYZZ,0.062033091786586114
XXIYYZ,5,XXYYZ,0.06201728382839118
ZXZIII,3,XZZ,0.06199797256730537
XZIIYY,4,XYYZ,0.0619951641550051
XYXYZZ,6,XXYYZZ,0.06197800941032333
XZIXII,3,XXZ,0.061959145592835094
YZYIZI,4,YYZZ,0.06192577627226229
ZIXYIY,4,XYYZ,0.061897869920527517
IIZZIX,3,XZZ,0.061891751854862655
XZXYYX,6,XXXYYZ,0.0618845787937808
XZZYYI,5,XYYZZ,0.06185711090333592
IYYYIY,4,YYYY,0.061828821500143724
XYXYXX,6,XXXXYY,0.06179291374412281
XYYXXI,5,XXXYY,0.06177304368889156
IZXZXI,4,XXZZ,0.061761437939028795
XYZIIY,4,XYYZ,0.06168611444115805
ZXXZXZ,6,XXXZZZ,0.06168581278190767
ZIZYIY,4,YYZZ,0.06166574551803452
ZYXYXI,5,XXYYZ,0.061664755372663325
IYZIYX,4,XYYZ,0.061663470239574955
ZXIYZY,5,XYYZZ,0.06165720163142287
ZXXIXZ,5,XXXZZ,0.061599757249867014
ZYXXYX,6,XXXYYZ,0.061599472677119516
XYIIZY,4,XYYZ,0.06158481895198813
XXIXIX,4,XXXX,0.06157852139248391
YYZYIY,5,YYYYZ,0.06156686342795622
YXZZIY,5,XYYZZ,0.06154790376816789
IZYIYZ,4,YYZZ,0.06154172419364699
IYXXXY,5,XXXYY,0.061529640823533446
XYIYZZ,5,XYYZZ,0.061491033756059965
XZXXIX,5,XXXXZ,0.06148080664082454
YZYXXX,6,XXXYYZ,0.0614747521071035
ZXZZZZ,6,XZZZZZ,0.06147110448438804
XXZXXI,5,XXXXZ,0.061462504825842555
IIIXYY,3,XYY,0.06144099505364664
IXZIZI,3,XZZ,0.061430132342732556
YZIXYX,5,XXYYZ,0.061410467833566316
XXYIIY,4,XXYY,0.06140874611005902
YZIYXZ,5,XYYZZ,0.061391773865092515
IZIZIZ,3,ZZZ,0.06134761047361974
IIYIIY,2,YY,0.06134276214364677
IXYYZX,5,XXYYZ,0.06134043648866706
IXIZZZ,4,XZZZ,0.06130976448474644
YXYIYY,5,XYYYY,0.0613096801513502
ZZZYXY,6,XYYZZZ,0.06129192534855736
IIYYZX,4,XYYZ,0.061206565760483625
YXYXZZ,6,XXYYZZ,0.06120027217121229
ZIYXIY,4,XYYZ,0.06119046185735881
ZXYYZZ,6,XYYZZZ,0.06118412745392517
ZIIXZZ,4,XZZZ,0.06117549342920152
YIIIYZ,3,YYZ,0.06117525974848831
YXIYZI,4,XYYZ,0.06114204169848893
IXZIII,2,XZ,0.061130872122539384
ZYIYZX,5,XYYZZ,0.06112861609299867
XZYIXY,5,XXYYZ,0.06112077741894879
IYZXYI,4,XYYZ,0.061120277996760466
YYZXIX,5,XXYYZ,0.06109549542484248
XIXYIY,4,XXYY,0.06105082318840457
YYXXXX,6,XXXXYY,0.06091883488632802
YZXIZY,5,XYYZZ,0.06090475488571741
XZIIXI,3,XXZ,0.06087784782376228
ZXZIYY,5,XYYZZ,0.06087600878939699
IYXYII,3,XYY,0.060833793324020745
IYYIIZ,3,YYZ,0.060830100264035104
IIZIZI,2,ZZ,0.060789382086155065
ZZZXZI,5,XZZZZ,0.06075233308041368
XZYYXX,6,XXXYYZ,0.060694230962548446
XYXXYI,5,XXXYY,0.06065637940091121
YZZXYX,6,XXYYZZ,0.060638262021126585
XIYYIZ,4,XYYZ,0.06056777452972769
XXXYZY,6,XXXYYZ,0.06055438291778185
ZXXXZX,6,XXXXZZ,0.06055404012016313
YXIIYZ,4,XYYZ,0.06052943240124527
XZYXYI,5,XXYYZ,0.06052572351428197
XXYYII,4,XXYY,0.06051285045545707
YXZXYX,6,XXXYYZ,0.060500629420294216
XIIXII,2,XX,0.060497664952986384
ZXYYXZ,6,XXYYZZ,0.06043237292445338
YYIYYZ,5,YYYYZ,0.06041445684470694
XIIZYY,4,XYYZ,0.06041210370071835
YYZIXI,4,XYYZ,0.06040317473078899
ZXYYZX,6,XXYYZZ,0.06038414727229356
XZIXIZ,4,XXZZ,0.06037767040217649
IZZZXX,5,XXZZZ,0.06035822441141284
IYIZYZ,4,YYZZ,0.06034771856301876
YZZYXX,6,XXYYZZ,0.0603221629083114
YZIYIX,4,XYYZ,0.06029930693962062
IXXIXX,4,XXXX,0.06028862222713027
YYZYYX,6,XYYYYZ,0.0602705530330078
XIIZZI,3,XZZ,0.06023600831410954
XXYXYX,6,XXXXYY,0.060205693783613
IZYYYY,5,YYYYZ,0.06020195219822927
YYZIYY,5,YYYYZ,0.06018284744596607
XXIXII,3,XXX,0.06017702428442924
ZXIXXI,4,XXXZ,0.06005030480336927
ZYXZZY,6,XYYZZZ,0.060044590794391096
XXIXZZ,5,XXXZZ,0.059966073342050265
XYXZXY,6,XXXYYZ,0.05993201514267883
IIYIYI,2,YY,0.05992175304408017
ZIYXXY,5,XXYYZ,0.059919387292827406
XXZIXX,5,XXXXZ,0.05988875028482911
ZZXXIZ,5,XXZZZ,0.05987685987584549
IIIXZX,3,XXZ,0.05986482322184942
ZIYYZX,5,XYYZZ,0.059849781582530945
ZXYZZY,6,XYYZZZ,0.05983944555705638
ZYXYZZ,6,XYYZZZ,0.05982040514396103
YZXZYI,5,XYYZZ,0.059815010135213266
IZXZIX,4,XXZZ,0.05976269550990303
YIIIXY,3,XYY,0.05976239778890267
XYYXXX,6,XXXXYY,0.05968700998054287
XZYZYX,6,XXYYZZ,0.059629247588198375
XIYIIY,3,XYY,0.05959655916677916
YZIZIY,4,YYZZ,0.059582192645685816
YXZYXI,5,XXYYZ,0.05953858284416815
XXXZXZ,6,XXXXZZ,0.05952805829790958
XXXXZX,6,XXXXXZ,0.05952496857489268
ZYXYIZ,5,XYYZZ,0.059510276792487646
IYYZZZ,5,YYZZZ,0.05947282594212681
IXYXYI,4,XXYY,0.0594094398672204
ZIIXYY,4,XYYZ,0.059409244118819135
XIYYII,3,XYY,0.05937008850460264
YZIZYX,5,XYYZZ,0.05935628464640608
YIXZYI,4,XYYZ,0.059354301210850245
IYIZYX,4,XYYZ,0.05931512259192875
XXIZZZ,5,XXZZZ,0.059265296347788876
ZXYYII,4,XYYZ,0.059264491492707336
ZZZXZZ,6,XZZZZZ,0.05926337116504932
ZIZIXI,3,XZZ,0.059248298314253676
XXXIZI,4,XXXZ,0.05924366396647429
IIYIXY,3,XYY,0.05921038199008851
XYIIIY,3,XYY,0.05920345773408662
ZIZIXZ,4,XZZZ,0.05919472541707449
ZZXZYY,6,XYYZZZ,0.0591748181886416
YZXYZZ,6,XYYZZZ,0.05915823608420743
ZYYIII,3,YYZ,0.05911898053851683
IXZIZZ,4,XZZZ,0.059108075352167465
IZYYIX,4,XYYZ,0.05906360664067397
ZZZXYY,6,XYYZZZ,0.05902869392919572
XIIXIZ,3,XXZ,0.059009441845095545
YYYIYZ,5,YYYYZ,0.05899127118190363
XXXXZZ,6,XXXXZZ,0.05897407271196166
YYYIIY,4,YYYY,0.05895572405349471
IYIXYI,3,XYY,0.05893548394057828
YZYZIX,5,XYYZZ,0.058901839689208604
XZZXXX,6,XXXXZZ,0.05889839463439598
IXZYXY,5,XXYYZ,0.058896421036621016
XXZZIX,5,XXXZZ,0.05888613957149659
ZXXIII,3,XXZ,0.05888193036155411
ZXZXIZ,5,XXZZZ,0.058859794326819356
XZIYYZ,5,XYYZZ,0.05885066513094365
ZXXXXI,5,XXXXZ,0.05884748330957516
YYYXYX,6,XXYYYY,0.05882605430108882
XIXXZX,5,XXXXZ,0.05882560718455658
XXYZZY,6,XXYYZZ,0.058804720430319105
ZZIXXZ,5,XXZZZ,0.0587998788941924
IXYYZZ,5,XYYZZ,0.058777809167262905
ZZYXYZ,6,XYYZZZ,0.0587414591281543
XIXZXZ,5,XXXZZ,0.05873880137897677
IZIZII,2,ZZ,0.05871812615871637
XXZYYI,5,XXYYZ,0.058716515992921846
XXYYZZ,6,XXYYZZ,0.058674306750172954
XIIZXI,3,XXZ,0.05866717837481574
IXZYZY,5,XYYZZ,0.05866184596843036
YXYXXI,5,XXXYY,0.058659180724539906
XIZXYY,5,XXYYZ,0.05864403910512768
YIYIZX,4,XYYZ,0.05863628994999285
YXXZIY,5,XXYYZ,0.05862483639459418
XZZZIX,5,XXZZZ,0.058614727627937194
IYYIXZ,4,XYYZ,0.05859212659360443
ZXZZIZ,5,XZZZZ,0.05858358291783215
XZXXXZ,6,XXXXZZ,0.05857568798346756
XYYXIX,5,XXXYY,0.058570018531783674
IXIYZY,4,XYYZ,0.058553545129153804
IZIYIY,3,YYZ,0.058528221212525586
IYYXXX,5,XXXYY,0.058511324251325866
IYZYXX,5,XXYYZ,0.05847805267086379
YXXZYI,5,XXYYZ,0.05843064934504668
YYZYZY,6,YYYYZZ,0.058419229406765784
IZXZYY,5,XYYZZ,0.05841491787698337
ZYZIIY,4,YYZZ,0.05835166830175823
XYIYXI,4,XXYY,0.058348604647553225
XIYZXY,5,XXYYZ,0.05833383980764324
IYIYXZ,4,XYYZ,0.05833361934113288
ZXIYYX,5,XXYYZ,0.05832393249317484
ZXIIXZ,4,XXZZ,0.05831697474323867
XZXIIZ,4,XXZZ,0.05829771742719856
ZZYYII,4,YYZZ,0.058294279902566616
ZIXXII,3,XXZ,0.058262385194374655
YYZIZI,4,YYZZ,0.0582455900785267
IXZIYY,4,XYYZ,0.058234239399000985
YYYZYZ,6,YYYYZZ,0.058228465569226937
IXZXZX,5,XXXZZ,0.058228105436096446
IIIXZZ,3,XZZ,0.058220905413422994
YXZYZI,5,XYYZZ,0.05821411231312292
YZYIXI,4,XYYZ,0.05821278027600742
IYZYXI,4,XYYZ,0.05818875758092892
XYYIXZ,5,XXYYZ,0.05812993230776774
XIZXZZ,5,XXZZZ,0.05810566346459327
XYIXXY,5,XXXYY,0.05806986501869883
XIIIXI,2,XX,0.05806433329923558
XIZXIX,4,XXXZ,0.05806221361639785
XXXIYY,5,XXXYY,0.058050383849349706
ZYZXYI,5,XYYZZ,0.05803778501420505
XXYXYZ,6,XXXYYZ,0.05799006348704157
IYXIIY,3,XYY,0.057973744695217974
YYZXXX,6,XXXYYZ,0.05796113579806694
YXIZYI,4,XYYZ,0.057957506401895384
IIXZXZ,4,XXZZ,0.0579470753641555
ZXIYXY,5,XXYYZ,0.05791946287415489
XXYIXY,5,XXXYY,0.05786064997545699
ZXZXXZ,6,XXXZZZ,0.05784653342556904
XIZZZZ,5,XZZZZ,0.05778040583199774
YIIYXX,4,XXYY,0.05774621588644675
ZYXZYI,5,XYYZZ,0.05773784953813978
XZXXIZ,5,XXXZZ,0.05771981355089324
YZZXXY,6,XXYYZZ,0.057710139145280684
YXIIZY,4,XYYZ,0.05769612402860138
